WKR_NR;Gebiet;gehört zu;Gewählt;Wahlberechtigte;Wahlberechtigte;Wahlberechtigte;Wahlberechtigte;Wählende;Wählende;Wählende;Wählende;Ungültige Stimmen;Ungültige Stimmen;Ungültige Stimmen;Ungültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;Gültige Stimmen;SPD;SPD;SPD;SPD;CDU;CDU;CDU;CDU;B90/GRÜNE;B90/GRÜNE;B90/GRÜNE;B90/GRÜNE;FDP;FDP;FDP;FDP;AFD;AFD;AFD;AFD;CSU;CSU;CSU;CSU;DIELINKE;DIELINKE;DIELINKE;DIELINKE
;;;;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen
;;;;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode;Vorläufig;Vorperiode
275;Mannheim;8;–;195336;196863;195336;196863;153137;142132;153137;142132;1234;1350;874;1165;151903;140782;152263;140967;34133;37102;27685;35651;37564;27986;35226;25682;27491;31723;24375;29814;6389;14879;7836;18515;27165;13773;26730;12846;;;;;12114;6811;17209;7066
276;Odenwald – Tauber;8;Christlich Demokratische Union Deutschlands;206482;209418;206482;209418;171412;162058;171412;162058;1520;1806;1079;1564;169892;160252;170333;160494;24015;33083;22572;35578;72796;57391;61951;48866;13335;17695;14283;17748;5336;15549;8157;20943;39072;19374;40149;19208;;;;;7689;3722;8330;4084
277;Rhein-Neckar;8;–;195506;196882;195506;196882;163944;154085;163944;154085;1465;1588;928;1403;162479;152497;163016;152682;33082;41205;25577;35847;55932;43487;50684;38871;17909;22696;20053;24072;7029;17769;9194;21941;33084;15296;33689;15701;;;;;8276;4006;10194;4320
278;Bruchsal – Schwetzingen;8;Christlich Demokratische Union Deutschlands;194214;195755;194214;195755;162110;152231;162110;152231;1641;2028;973;1455;160469;150203;161137;150776;26193;32836;23130;34434;57953;44465;51746;38866;17222;22154;17612;20858;6690;17635;8450;21978;35699;17352;36132;17462;;;;;8289;3854;9271;4125
279;Pforzheim;8;Christlich Demokratische Union Deutschlands;212982;217126;212982;217126;174317;163982;174317;163982;2290;1441;979;1365;172027;162541;173338;162617;36222;33957;22823;34262;63758;46291;52835;39324;;20679;18236;21213;9382;20632;10769;26504;46265;22943;43959;22028;;;;;11022;3772;9320;4342
280;Calw;8;Christlich Demokratische Union Deutschlands;197556;199092;197556;199092;163676;152863;163676;152863;1275;1350;868;1275;162401;151513;162808;151588;20936;26111;19865;28571;63396;51208;55072;42841;13187;17712;14354;17301;6842;22685;9667;26770;39321;18668;41608;19473;;;;;6312;2998;7650;3656
281;Freiburg;8;BÜNDNIS 90/DIE GRÜNEN;228338;224392;228338;224392;196060;180976;196060;180976;1297;1207;795;1103;194763;179769;195265;179873;30485;47198;29933;38183;47806;37111;43343;31296;63281;51777;51966;56861;5542;13835;8284;19145;20008;8107;20285;8854;;;;;19518;9604;27165;12429
282;Lörrach – Müllheim;8;–;229946;231076;229946;231076;187831;174064;187831;174064;1465;1720;1052;1495;186366;172344;186779;172569;32288;37496;29798;41834;61900;43509;54618;38501;29238;35558;28450;32817;5810;24430;9156;24669;32848;13981;33960;14195;;;;;11325;4580;12651;5532
283;Emmendingen – Lahr;8;Christlich Demokratische Union Deutschlands;218790;218872;218790;218872;182330;168004;182330;168004;1463;1349;1021;1432;180867;166655;181309;166572;40198;46316;28144;39727;66980;46406;58417;41323;18327;23345;23990;28724;5693;16620;8496;22136;34276;14396;35303;14971;;;;;8518;4921;10694;5209
284;Offenburg;8;Christlich Demokratische Union Deutschlands;204663;205893;204663;205893;167895;156776;167895;156776;1709;1623;1094;1576;166186;155153;166801;155200;21577;29003;22195;33043;63491;54148;56002;40210;20488;21717;18512;23083;7405;16692;8781;22799;34411;13876;36359;15320;;;;;8988;4254;9490;4423
285;Rottweil – Tuttlingen;8;Christlich Demokratische Union Deutschlands;196201;198182;196201;198182;161406;149664;161406;149664;1586;1826;1145;1851;159820;147838;160261;147813;17696;23989;17306;27523;62241;46535;55063;40818;12461;18184;12443;16036;8723;24784;9737;26768;43998;20293;43400;19747;;;;;7144;3177;7540;3320
286;Schwarzwald-Baar;8;Christlich Demokratische Union Deutschlands;160370;162800;160370;162800;131136;122862;131136;122862;1065;1370;905;1340;130071;121492;130231;121522;19395;21996;16814;25814;55045;44188;44340;32309;9979;14692;12895;16181;4524;16747;6873;19696;29141;12795;30951;13097;;;;;5295;2757;6591;3062
287;Konstanz;8;Christlich Demokratische Union Deutschlands;207094;206009;207094;206009;170740;157563;170740;157563;1169;1277;794;1163;169571;156286;169946;156400;26451;31486;22599;32657;63922;53362;51150;36209;25390;28142;28614;32913;7363;17047;9833;23509;29584;13487;31134;13341;;;;;9987;5591;12660;5804
288;Waldshut;8;Christlich Demokratische Union Deutschlands;176269;177275;176269;177275;145432;136195;145432;136195;1029;1318;761;1173;144403;134877;144671;135022;26960;34449;20751;30782;54464;45335;48694;35595;16809;20679;19776;23294;5169;10217;7212;18422;26708;11420;27608;11265;;;;;6839;3606;8199;3895
289;Reutlingen;8;Christlich Demokratische Union Deutschlands;197838;199189;197838;199189;165466;153820;165466;153820;1264;1343;812;1245;164202;152477;164654;152575;22440;27236;21626;31535;63189;49631;53652;39504;20868;25399;20122;24197;9115;20411;10605;25288;32481;15356;34595;15652;;;;;9120;6169;9970;5081
290;Tübingen;8;–;199799;198791;199799;198791;172209;160835;172209;160835;1209;1207;732;1054;171000;159628;171477;159781;22148;28982;23886;32576;54250;43024;48875;34775;42175;40978;32947;37424;6244;15059;8579;22678;26760;12484;27676;12548;;;;;10520;7526;16466;8231
291;Ulm;8;Christlich Demokratische Union Deutschlands;223539;223376;223539;223376;190052;177537;190052;177537;1282;1539;932;1372;188770;175998;189120;176165;25216;32176;25474;36418;73229;57608;64118;46805;29343;33012;25669;31238;6700;19745;9748;25389;34984;15932;36440;16046;;;;;9376;4604;12210;5377
292;Biberach;8;Christlich Demokratische Union Deutschlands;169789;169147;169789;169147;144530;133345;144530;133345;1020;1174;788;1115;143510;132171;143742;132230;18225;24567;14951;23152;58651;46458;55024;40472;14819;17912;14064;18070;5555;13045;7298;19163;32075;13469;33315;14308;;;;;5447;2064;6496;2967
293;Bodensee;8;Christlich Demokratische Union Deutschlands;173329;174430;173329;174430;145122;137838;145122;137838;1102;1083;770;990;144020;136755;144352;136848;21967;28501;18778;26989;57654;41624;50583;36571;18268;23385;19560;23635;4629;16751;8286;21611;29316;12584;27287;11916;;;;;6089;3705;8004;3905
294;Ravensburg;8;Christlich Demokratische Union Deutschlands;188226;187817;188226;187817;157997;147020;157997;147020;1224;1080;761;1042;156773;145940;157236;145978;17209;20128;18446;27750;60700;44597;55057;38927;23870;30743;20841;25536;8948;20934;8525;21740;29160;11727;29900;12650;;;;;9809;4365;10188;4735
295;Zollernalb – Sigmaringen;8;Christlich Demokratische Union Deutschlands;180742;182648;180742;182648;148786;138084;148786;138084;1625;1688;865;1544;147161;136396;147921;136540;28895;24970;16343;26716;54652;41106;54043;39332;7836;23118;11151;15503;6169;18678;8083;23200;38498;15554;38788;16477;;;;;5850;2848;7256;3540
8;Baden-Württemberg;99;;7653940;7711531;7653940;7711531;6382217;5997317;6382217;5997317;50411;54574;33131;47657;6331806;5942743;6349086;5949660;1002196;1247455;898702;1287934;2280323;1767316;2006537;1477612;887520;1058334;865594;1022226;271781;711697;357485;908039;1231058;561058;1256267;571336;;;;;359992;175691;429472;196874
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;Saarbrücken;10;Sozialdemokratische Partei Deutschlands;187345;192929;187345;192929;148757;142697;148757;142697;1861;2299;1271;2223;146896;140398;147486;140474;47529;51749;32526;53537;36390;35252;33745;28797;10868;11143;14614;;5280;11647;6455;16438;30329;12569;29591;13006;;;;;12423;8711;14566;13484
297;Saarlouis;10;Christlich Demokratische Union Deutschlands;198307;203279;198307;203279;164763;159170;164763;159170;2378;3047;1637;2891;162385;156123;163126;156279;46006;57354;34687;56920;51702;43671;46087;38085;7726;7383;10185;;5260;12777;7259;18872;35619;15111;35420;15651;;;;;10902;8405;11036;10512
298;St. Wendel;10;Christlich Demokratische Union Deutschlands;168073;173074;168073;173074;143180;139808;143180;139808;1871;2828;1443;2776;141309;136980;141737;137032;40409;48135;31470;51229;47870;43928;42958;36248;5341;5739;8744;;5363;11354;5753;14916;29033;12346;29390;12904;;;;;8133;5783;8583;7887
299;Homburg;10;Sozialdemokratische Partei Deutschlands;180528;185941;180528;185941;148003;142288;148003;142288;1987;2676;1340;2405;146016;139612;146663;139883;44560;51091;32333;52091;40910;36472;38206;32004;6479;6826;9652;;4685;11015;6222;15719;34096;16210;34800;16068;;;;;9695;7312;9813;9247
10;Saarland;99;;734253;755223;734253;755223;604703;583963;604703;583963;8097;10850;5691;10295;596606;573113;599012;573668;178504;208329;131016;213777;176872;159323;160996;135134;30414;31091;43195;;20588;46793;25689;65945;129077;56236;129201;57629;;;;;41153;30211;43998;41130
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;Bundesgebiet;;;60490603;61172771;60490603;61172771;49927315;46707343;49927315;46707343;429129;488483;285228;408956;49498186;46218860;49642087;46298387;9934614;12184096;8148284;11901558;12601967;10445920;11194700;8774920;5442912;6435380;5761476;6814408;1623351;4019565;2148878;5291013;10175438;4699926;10327148;4809233;3271730;2788048;2963732;2402827;3932584;2286070;4355382;2255864
